"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Djibouti","DJI","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","134105","200367.4","258138.5","433944.7","472348.7","857366.8","1420392.9","1571051","1746481.9","2144992.6","3136447","3150744.4","3261904.2","4230618.2","4312909.6","4078199.3","7268409.7","12731288.7","13461658.1","11521419.4","11033071.1","10416040.3","10056233.1","8507183","10724479.3","11143769.1","11625216.9","6790884.3","5054935.8","9663796.2","15086180.1","12244365.5","13272678.1","16111487.9","19685743.5","17796132.2","26218702.3","30524296.8","34006348.8","33887520.2","35743685.4","39630446.2","42151907.1","41356191.9","38278032.6","44169923.2","58871186.4","71874727.9","73209523.9","79649957.5","62290571.1","53036103.4","",
"Dominica","DMA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","607642.3","917781.1","2099109.2","4108808.4","4324623","5194092","8187432.1","7049149.8","7139875.5","6200783.9","6159938.3","6065725.1","7503722.2","7781857.2","7023770.8","7028056.5","11034277.8","10916293.4","11130038.6","11004545.6","17735205.7","12904737.2","15914139.6","18083279.2","17467585.8","20213299.1","20769440.1","20258497.5","21904282.5","16578439.9","17747435.9","20820431.7","19680075.5","20369314.9","23274593.6","26986248.6","28844022.8","33890476","26841265.4","26433961.4","19513373.2","",
"Denmark","DNK","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","46361000","51841982.5","58128900","82605162.5","71572000","112361412.5","112575414.6","144557933.5","171615318.8","327239014.8","383584469.1","400979776.1","400727539.1","377758761.5","270699482.2","308833796.5","381077181.9","312783735.8","345427720.5","329752016","238883810.8","273119200.8","354525860.4","331665945.3","511328699.8","416218222.4","455344323.4","463325187.5","382863558.2","387245301.8","529255200.3","630023278.5","679577626.6","892392702.6","795183537.3","732366230.9","1410375699.2","1560792853.1","1506912635.9","1406166921.3","1423774065.3","1602472793.9","2595243767.6","2840255013.1","3224666256.8","5234731847.9","3464966835.7","3030483159.7","2947111209.8","3747156429","6374699429.1","3317848917.9","",
"Algeria","DZA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","44711008.1","69121447.1","190050025","301617975.1","711331756.1","469065617.1","787355802","1172273080.8","1689952105.3","3053039955.2","4084077201","4316888296.5","4563465817.3","4723105713.8","5117049503.7","5002362397.6","5166007337.4","5455584443.2","6550599597.2","7007408347.2","8808426817.2","9171694909.8","9332498944.4","9095733965.3","5116621284.6","4250433977.6","4213873700.8","4418022357.9","5131075741.7","5202541287.9","4474204190.8","4377322161.2","4168381241.8","4308466140.2","5743602223.1","5986963317.2","13424781554","1368408996","1245762619.7","1055375357.3","676192756.3","639644376.4","855465143.5","537007590.6","299510345.8","691146085.8","356653844.8","239634904.7","217166621.4","194706478.3","175029512.6","192194966","",
"East Asia & Pacific (excluding high income)","EAP","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","692735303.1","867296017.8","1023965183.2","1567932641.8","1672101996.4","2038015260","2459835029","3474751301.7","5544596845.9","6286654265.9","8147217295.1","10468095804","11858732645.2","12187556806.3","13179732640.3","14736470345.3","16263843452.7","18357159410","21727712123.7","24175567880.9","26787857028.1","28952560969.7","32402827725.5","37161999377.7","39458301869.4","46846198855.7","53401651410.2","56236866193.4","55877948528.9","68269384865.9","66161750115.9","71868371302.5","79670470791.4","82851851138.4","69579161969.5","76893110406","85393182615.6","88836779123.2","85297642660.5","89168862854.7","109737983732","120577760021.2","138890052591","149350612233.9","185993038722.8","227709151256.8","271869824535.8","313768007162.6","355793068642.6","429100112783.9","394651421597.5","471986214469.4","",
"Early-demographic dividend","EAR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","710793215.2","875778508.1","1232175297.7","1362742984.1","1549308572.8","1841277864.4","2127634538.3","2821463507.2","3647909069.4","4873001277.1","5618635752.6","6559957108.1","7568862335.4","7502729955.5","8719383115.6","14611923726.1","17931606513.5","20459425251.1","21869224484.4","22586514202.9","25324850933.9","25894116658.3","12818226718.5","11492622954.9","15430130603.4","20945979023.6","22268229495.3","23416506135.8","32027983126","38420344830.5","43843553581.9","49298327632.4","53472144563.5","63884870144.5","72547415862","110269343623.1","123065645887.8","140753116884.3","205402276236.5","219201184138.1","198302713233.3","184719986979.9","185155029307.6","215292643920.1","232844253052.6","258145877754.8","237045480627.6","243107103704.9","277978062379.9","264739206028.7","278415012258.8","256248376455.7","",
"Europe & Central Asia","ECS","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","47310557.9","57198032.2","61496841.9","94233838.1","123625300.8","101253453.2","158839737","204033861.7","344302083.7","1127941877.4","1016323193.1","1404862519.3","2152257144.2","802737928.6","1128158012.3","1106555483.8","1160388654.4","845134376.9","1066714168.6","1036352779.9","1091627264.1","1112747950.8","983734948.5","918836470.7","997533629.8","1629458748.7","1510707484.4","2201415638.6","1973133227.6","2366032565","3140704681.7","2232235360.2","2647753866.7","2504123368.5","3995093234.5","4338200857","4455058012.6","3922951982.5","2522918451.4","7897086635.6","1745878474.4","2404297180.1","2639782879","3144027354.8","4021312099.7","5098669722","5381373732","6617430779.2","9144711999.6","9387744825.7","9295752126.5","6599937225","",
"Egypt, Arab Rep.","EGY","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","270283055.5","224695281","364046244.1","441845400","301610792.6","305440220.3","266772124","498210026.8","583016384.4","518518468.3","1235186590.4","1551397107.5","1714208248.3","2079154738","2421450078.1","2814811681.7","2703419543.9","1661279118.8","2488284739.7","2929882142.6","3073534034.3","2612253086.7","2679944451.3","2202758535","2225773798","2380850036.1","2328327176.5","2112580379.1","1896653192","2131343502.1","1841558183.8","1989108070.7","2079895002.6","2684844907.3","2174037183.1","2286807101.5","2487269988.8","2893454700.9","3292683653.5","2968784832.3","3064733649.4","3743648514.9","3240507736.5","3433036858.6","5999884368.9","3779480412.9","6632436267.2","6695446661.5","8555402292.9","9007691189.5","13784923858.5","18687525639.8","",
"Euro area","EMU","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150000","","504638.3","3551219.6","4064512.9","4580466.3","6899165.5","9868294.9","11816323.2","20432105","22057420.3","14040886","7318245.2","16094872.6","21737773.4","27069136.7","22150539.2","93128965.7","86362048.6","45097572.7","33328933","26930986.6","26931071.6","28166468.7","21231910","21616726.4","21901195.3","",
"Spain","ESP","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","21138413.3","20195259.5","21391728.9","22074834.4","21117060.7","25416769.9","24142042.1","25150245.1","27162620","28648929.2","44799189.1","57883300.8","75786613.6","107480809.7","130042300.5","158791438.5","224622237.7","248942068.4","309391666","304091440.6","236158220.3","137920135.5","109543841.7","95000023.7","112256872.8","154619272.5","348056270.7","99976106.8","119005064.9","156410890.3","138555594.8","183023077.6","85783572.2","92739955.2","96523160.7","88313921.1","133643624.6","126908778.7","103472657.5","95805491.8","179341010.1","343948921.2","428829389.3","653994341.6","759224077.2","1102321466.4","1238898616.5","1482278134.7","1652877614.2","2165473749.8","1997366859.3","2001330358.9","",
"European Union","EUU","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","2723660","1481282.6","2396857.5","3449460.5","6871749.3","11696120.4","8491392.5","11093918.6","20638650.2","18565226.1","35843093.7","30635669.6","37164286.9","40901087.6","53841530.7","63636953.7","66618391.3","67343818.4","67316689","67451568.9","80939322.3","79766881.3","60749820.9","54824778.2","68155311.6","43432722.7","29679316.5","21436198.3","21784971.1","29102747.9","26487896.3","18381295.9","18953857.3","17977330.4","12870281.9","15106585.3","14579585.6","28985655.1","59671189.8","78620853.3","59425967","260445617.8","113391305.8","116535682.8","150331679.2","339822861.9","106319574.5","169162269.8","107166283.1","211185354.3","274829985.1","49071503.7","",
"France","FRA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","11889012","18427162","22396653","62632081.1","40767400.8","64409740.8","88032694.5","127521275.9","273530922.7","326491939.7","431998623.2","341955233.7","306214950.3","242777222","281443981.4","246215706.7","202422981.9","97216486.9","133433722.6","145886256.6","175871115.8","309160789.5","432877578.3","156824097.2","267331580.6","456180982.4","383590404.9","432718752.2","306986710.3","538019446.6","352409678","456020613.1","406616895.5","374892394.9","238571315.1","197841391.4","177962732.6","872396054.7","2650906196.1","424085605.1","452909301.7","419779628.6","425632034","1161151977.1","522589584.4","471391104.8","371998707.9","624129142.1","722419707.4","699819633.3","1413119451.7","1149163113.7","",
"United Kingdom","GBR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12893507.7","5932793.2","20039647.9","12915038.8","46411083.1","212546588","116111153.9","125965451.1","81500760.6","132411761.3","183876156.1","238467719","194748315.8","303397494.3","217332575.5","709907154","769671754.7","803453562.8","1487591636.9","1539351442.5","1689385758.7","1932073364.6","2158180318","2606416256.2","2582261264.4","2434884591.9","2461843755.9","2434678664.8","2690887817.4","",
"Ghana","GHA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","51137550.4","56634922.4","32562144.2","32350035.5","32858247","58070210.7","51930975.9","37914744.1","73945122.6","103589307.9","159050865.9","118545462.7","111044616.6","145234162","132870052.7","159395839.4","227935863.6","415014373","545659709.8","453880561.6","368040248.1","301432617.8","319047133.9","308194889.1","368905573.1","405865160","482544864.2","559036281.6","582311791.2","526160036","467600895.9","312287321.7","222097579.3","502193608.3","277254091.8","340493092.2","289000354.8","234871044.8","231063663.9","258586042.8","320403886.9","352337004.7","505601032","704109079","807071006.7","1054144096.5","1686799405.6","2085874251.5","2706629734.7","2555547975","2744754256.2","3230713451.7","",
"Gibraltar","GIB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","15401091","16435971.7","19785326.2","27280444.2","27663288.7","39053141","38235883.5","68532073.8","72741167.5","98290458.4","109301892.8","101288857.2","89429249.9","71058221","110846415.4","71935129.8","71730332.7","164236664.1","127461437.9","118766703.3","169552991.6","136080070","86501088","86020241","102609987.7","176797006.5","116482603.9","158801596","162294107.1","137696655.4","171984931.4","111148589.6","104328002","107408299","174437241","167756165.7","167002388.8","161928029.5","128813089.1","119519084.9","80218497.8","177843095.7","126934484.5","39023916.2","51795747.8","76741224.8","57565167.4","81532018","114865276.1","112910112.6","136247400.1","163435107.9","",
"Gambia, The","GMB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","126900","192731.4","447404.6","424627.9","513460.4","1829360.8","365117.3","640782.1","2618349.3","5052516.2","4132473.9","6843594.9","16904077.1","13928040","12862820.3","8962902.9","31106124.2","25485004.9","22931836.9","23776406.2","37730506.3","30887569.9","29654857.1","27976463.8","31115451.3","28053036.8","27975878","26651976.9","25743607.2","21374594.1","21845045.5","14507499.8","15038360.8","20507083.1","37653464.5","28608701.1","30209628.5","33965704.2","17023347.3","19498601.8","25124667.5","26737252.5","26274146.4","30456052.6","47926533.6","40111329.2","40574122.8","39638729.1","44492143.9","43483624.7","34140169.4","36841177.7","",
"Guinea-Bissau","GNB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","20000","1237008.7","973639.7","2465131.3","4625552.8","4800202.9","5673264.1","5092458.1","7207327.8","9405938.2","8206311.4","10748504","9706335.8","11192600.2","8425719.7","22993097","6646481.2","3791907","7681896.1","15505975.7","11113725.6","8718920.1","7059958.7","8518869","5232987.6","4822024.9","3700193.9","7904340.2","9921720.2","6370606.7","9829776.2","10555941.6","14989714.5","21201477.7","18016832.9","5948606.5","6255638.3","2475292.6","4248334","5223449.8","6568497","15122488.4","17869266.7","19799183.7","27269168.4","46823021.2","",
"Equatorial Guinea","GNQ","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","259000","415137.8","644305.5","655810.4","737549.7","1426636.9","1482114.3","622375.5","1118663.3","1986443.4","2361251.7","1504835.4","2818529","4672593.4","5119294.4","6224125.2","6403145.6","5898766.4","7192954.6","4547567.1","4135400.3","3983994.4","6478177","8949871.1","9514189.4","7981124.9","8381447.8","7393237.1","11440583.6","11898991.9","14528672.3","17234140.6","28417235.8","31116962.7","29484243","10621269.5","15044170.2","19313123.4","21363337.5","22880146.3","26036959","25190000.1","15053661","22548869.8","21008736.3","26962965.3","52166111.2","59888992.2","55815704","54252220.2","49281770.5","51959279.9","",
"Greenland","GRL","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","39837000","33940000","54417100","40691701.5","47477000","40338000","50062000","60255000","87917000","120174000","152743000","142843000","156159000","197079353.2","284169010.9","345852877.3","401513430.7","368237052.6","380086745.9","311800614.5","245016711.6","325258319.2","536342297.5","333812866.5","327216936.4","366405580.9","387990207.7","370639573","366188317.7","385602658","396228543.8","424763748.2","424252460.5","461837989.8","929398339.1","1044158023.3","1272735770.9","1517085561.1","1613441947.6","1765186009.4","1603918645.7","2061700091.1","1593845213.2","2925701660.1","1970314279.9","2111826759.5","3077179297","4171549269.7","1175855402.2","2040358106.9","3495718570.5","1536873935.4","",
"Guam","GUM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","5639100","5135693.2","11653371.1","13267692.6","20754561","23839180.3","35448854.9","35892704.6","53309120.1","100376029.2","95098071.2","97916314.4","55988277.4","55233344.3","60915070.6","73287534.1","74745663.1","72316384.1","66346135.3","88482365.5","295693917.1","102139314.6","92031630.4","92404786.8","97313069.6","109183629.6","104272501.6","130099916.8","134419243.2","84821193.2","69985420.1","45744449.8","64665768.2","58047788.4","48221545.8","34897437.9","32196834.5","28150644.3","26848656.3","20283866.6","31981078.2","51069446","150936743","58195518.5","60814000.5","72439709.7","81932134.8","97213429.1","139384798.1","138355667.2","133357994.9","110159796.5","",
"High income","HIC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","13349714.3","18324999.9","24541192.3","40291869.3","40063112","51250915.4","137566349","113082076.5","138659379","186611976","214323420.6","243436108.9","252939833.3","213552766.4","209703704.8","242196253.5","314231707.3","356449903.3","388513269.3","170143777.5","403628440.8","324666271.5","392401792.6","385693251","482647301.2","587099884.1","623219874.7","569195263.4","558007702.3","491403945.7","397400944.3","349841124","404959019.5","423218011.6","330964774","384254233.6","325668586.5","334143201.7","370264494.6","430679209.7","515265935.4","1008631536.4","926552088.3","925892501.9","705407911.7","1285597874.3","928838998.8","955373962.5","1023215265.1","891042321.7","1523149795.5","1180093065.3","",
"Heavily indebted poor countries (HIPC)","HPC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","4431000","8496000","6380794","7638892.5","7833992.7","9560735","17281842.8","31976970.3","27504283.9","23141842","30718981.5","35707730.5","29610927.1","26729352.7","35878985.9","48905460.5","51249382.1","65865712","63876517.2","57638563.8","38603516.2","31488096.9","8124832.2","7685204.4","3898698","105186666.3","31026595.6","38851454.5","42526265.4","52508779","46385133.8","27847929.5","29488470.6","54066114.5","97959156.7","56571558.9","57281459.8","80183334.6","58027363.7","45003137.1","131268683.8","5220658.7","5349914.9","13003271.7","26212328.6","35306223.6","90484366.7","19966247.5","18640505.2","21561755.6","25531121.4","25289515.9","",
"Hungary","HUN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","168569136.6","235687707.7","323178680.4","549854230.7","741799763.4","1060249155.4","1340025453.9","2057226981.1","2832914115.4","3064723246.7","3084304639.5","3492121798.3","3856153958.1","3741258008.1","4846077885.5","5822706473.8","5983730272.2","7001334729.3","8641924307.1","9832526966.4","9945726981","11474841409.2","12454857565","14086788544.4","14264973040.3","16418529798.5","21545157489.9","19739406183","18312386487.9","17679813828.7","16696848557.3","15541444159","16937730123.9","18546822439.4","20579851041.6","20282630843.6","28320834585.3","23961418044.5","21674256254.9","24897518363.4","31569058232.8","31073407053.8","37240353780.7","41454808849","60119994190.7","60272600226.7","64403851199.7","58806915986.1","55468651176.2","81769164767.2","67398422666","72999003176.2","",
"IDA only","IDX","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","563953704.5","644669465.7","759578139.5","1224258517.6","1152590199.3","1445718782.2","1668877509.3","2021444739.4","2598697997.7","3317062674.1","5372420273.1","5695763276.3","5357752699.1","4706574932.7","5932403642.5","5303508441.6","6568758077.9","6713361499.9","6710304753.6","7007983220.8","7471396390.9","6716737730.9","5174899750.1","5139669414.2","5921000233.2","8848809937.8","6759851952.8","6760584479.1","6845729880.5","6775055903.2","6437382128.6","5671667301.6","6329292000.6","6282996409.6","6201657839.3","6331530088.9","6551636929.6","8672215946.9","9614581331.6","9618595859.7","9624693670.8","11588588712.6","13859918278.5","17319966194.3","17638368773.1","18256595504.8","21198990163.2","24364839359.6","29218421823.5","36265976374.2","32715033994.9","44600907764","",
"Isle of Man","IMN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","1360639537.8","576982877.2","640550924.6","694863198.4","815557094.3","860863583.7","1205891291.3","1224345718.2","1305458446.3","1281433214.9","1398322464.8","1551391547","1974533452.8","2480386349.9","2871865636.4","3404463637.6","4979874029.6","5236762885.4","5576213792","6529933340.3","7694369986.1","7447476722.2","7271664522.3","7929947248.6","10450716133","13137306195","11705406720.7","12176495139.1","11785462214.1","9929098431","10667604836.1","11770191324.3","15444032291.1","25762255084.3","17508281941.5","23922412358.1","17401332481.4","39403398367.1","30974407767.4","16525348845.3","24412612396.9","29280766491.7","30465608110.3","38743862600","92816434569.4","49662490593.8","76980598505.3","51224895893.9","63646594390.1","51257110931.8","77063844390","48748824667.3","",
"Not classified","INX","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","971569910","755113186","1177813279.3","1059120310.7","756001052.9","595470289","554362382.6","438241545.2","626106638.9","459500439.6","653527954.1","802952866.8","1070880924.9","1805523978.1","3266706431","5722658386.1","6468416701.4","6243002158.4","2735392101.1","3911732819.5","2980231224.5","1225738956.9","1385535369.6","1582426597","2114260007","2818897567.9","2844256413.6","2887195423.3","2859620071.6","2403318244.5","1807534687.7","1653826970.1","599393562.3","438630396.2","511307639.4","729458588.4","2085904499.7","490443581.4","193817393.5","334004222.2","328100062","344318991.5","",
"Iraq","IRQ","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1888781423.1","1328366050.1","1434289446.7","1977247420.6","2671989976.1","4003707444.1","4179766209.1","",
"Iceland","ISL","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","233815808.6","239195981.5","244869707.9","272803013.5","315983620.3","335712538.4","663246798.1","286135175.2","693278508.8","303547575.6","281831992.3","383974050.1","363267942.2","398979842.4","443392291.7","513258468.7","677170292.3","752017470.9","737866763.1","645221432.9","664262654.9","694757233.8","684900714.4","539510515.5","586527936.5","670012394.8","659381873.5","630976084.1","492373532.7","606534790.8","709716865.2","746315051","854042407.2","842200683.8","857537523.6","971106364.1","832479239.1","1302017111","1177818214.5","1493565788.9","1191345924.3","1650921177.4","1807312216.2","1210692403.8","1559048012.1","4067166032.5","1897603125.6","1399233692.8","1222266529","2230532981.5","1612477752.8","1358515198.9","",
